Source IP Address,Destination IP Address,Source Port,Destination Port,Protocol Type,Packet Length,Time of Day,User Authentication Status,Number of Packets in the Session,Attack Type,Bytes Transferred,DNS Query Count,HTTP Request Count,SSL Handshake Count,Network Traffic Anomaly Score,Geographic Location,Session Duration,Average Packet Rate,Average Bit Rate,Average Response Time,Operating System,Device Type,Time Since Last Access,VPN Connection Status,Malware Signature Match
110.150.189.62,239.239.85.191,24074,33135,UDP,1008,19:47:10,Authenticated,68,Phishing,429542,9,17,0,0.20449658228910572,China,3439,73,9953,37,Other,PC,41436,Disconnected,0
5.58.242.252,67.94.55.253,54237,43420,UDP,269,2:23:23,Authenticated,2,Malware,391961,8,7,1,0.19439886038574294,Brazil,634,79,8842,26,Other,Router,53005,Disconnected,1
208.82.194.230,113.226.191.207,62985,7566,UDP,1495,6:38:18,Authenticated,20,Phishing,141790,9,26,2,0.266421352798468,India,48,41,3467,76,Linux,IoT,81203,Disconnected,1
85.153.72.2,192.244.188.242,60971,37467,UDP,1269,11:03:19,Authenticated,28,DDoS,390543,1,28,0,0.9808768492917826,Germany,1133,70,5370,5,Linux,Mobile,46129,Disconnected,1
222.208.158.36,64.217.48.110,14458,2552,UDP,939,15:14:55,Unauthenticated,159,Phishing,5801,4,11,1,0.21419431984961013,Brazil,1045,72,8463,77,MacOS,Router,54055,Connected,1
20.143.50.19,125.120.21.36,33641,24551,TCP,1230,16:16:26,Authenticated,176,Malware,448523,6,45,4,0.3115331370491903,USA,2294,81,5020,93,Windows,Server,39591,Connected,0
19.81.25.120,220.31.136.76,20371,20798,UDP,1054,21:45:40,Authenticated,118,Insider Threat,500224,9,8,4,0.39987793753370005,USA,1544,74,698,6,Windows,PC,11165,Disconnected,0
81.242.62.50,12.90.167.211,26159,22615,UDP,279,17:07:03,Unauthenticated,120,Phishing,729192,2,22,3,0.3345748323033926,China,2202,40,1113,96,Linux,Router,48873,Connected,1
18.99.6.127,127.130.132.22,55681,15122,TCP,220,2:48:21,Authenticated,95,Malware,391173,3,49,4,0.958014444548521,China,1949,73,5055,75,Other,PC,45968,Disconnected,0
244.74.190.140,116.123.192.41,45055,57107,UDP,1071,20:36:19,Authenticated,75,Malware,881341,8,22,4,0.6859504712897102,Brazil,7,61,192,9,MacOS,Router,23252,Connected,1
3.147.178.0,36.58.253.134,21475,17440,TCP,1177,7:08:11,Authenticated,74,None,980056,1,46,4,0.4302333812443494,Germany,2128,71,1433,21,MacOS,Mobile,60000,Disconnected,0
214.45.10.253,101.42.187.94,53948,23236,TCP,607,16:48:02,Unauthenticated,53,Malware,102884,8,23,1,0.8746252133192692,Brazil,830,16,3027,95,Linux,Server,41025,Connected,0
189.179.38.183,136.160.141.79,20011,64162,UDP,319,19:37:02,Authenticated,96,Phishing,489548,2,11,3,0.6031158211191003,Brazil,2489,24,143,92,MacOS,IoT,39143,Connected,1
119.195.95.26,233.161.226.128,28477,62338,UDP,723,21:53:48,Authenticated,184,None,864300,4,46,1,0.5711424884096789,China,2556,47,719,74,MacOS,Mobile,82149,Disconnected,0
181.60.156.236,176.195.44.225,39056,14784,TCP,406,19:59:56,Unauthenticated,110,Insider Threat,750773,0,16,2,0.5817159283415226,China,3086,48,9469,90,MacOS,IoT,53193,Disconnected,1
118.98.40.83,157.231.215.203,10861,33524,UDP,938,1:54:28,Authenticated,21,DDoS,845779,5,44,3,0.8461719414947708,USA,656,8,3392,63,Linux,PC,41944,Connected,1
21.11.228.73,230.101.140.228,54997,30651,TCP,1068,0:51:00,Authenticated,103,Phishing,338195,1,7,3,0.39866489958277584,USA,59,49,8391,54,MacOS,PC,43007,Connected,1
32.154.9.118,156.51.255.37,35260,63791,TCP,382,0:16:58,Authenticated,76,Phishing,412009,9,28,4,0.7773014969278127,China,1551,42,6112,25,MacOS,Router,42381,Disconnected,0
9.28.142.166,138.131.4.216,57677,55667,UDP,1178,11:50:41,Authenticated,40,Malware,433168,7,42,1,0.7977782158566735,India,992,91,4783,90,Linux,Router,74469,Disconnected,1
103.8.252.177,138.138.113.15,27224,14208,TCP,853,8:44:06,Unauthenticated,74,None,686558,5,43,2,0.4449847726633862,India,1627,48,7920,22,MacOS,PC,59309,Connected,1
213.95.52.61,11.49.49.111,21279,51612,TCP,158,8:13:07,Unauthenticated,159,None,452724,8,36,0,0.9448858549930694,USA,1503,2,6676,31,MacOS,Mobile,85433,Disconnected,0
106.134.97.108,218.74.98.178,2543,55588,TCP,165,6:25:24,Unauthenticated,120,DDoS,399454,6,12,3,0.47307956271919405,USA,2318,12,2036,4,Windows,Mobile,85274,Disconnected,1
234.217.6.108,253.159.59.71,47240,15344,TCP,909,22:56:25,Authenticated,12,Phishing,318333,8,1,3,0.7552339248558138,USA,1047,43,5033,40,Other,IoT,41808,Connected,1
57.159.139.86,0.91.242.135,42794,1267,UDP,718,21:53:04,Unauthenticated,77,None,934927,0,35,3,0.34434965111052196,Brazil,743,54,768,23,MacOS,Mobile,55281,Disconnected,1
72.110.223.84,84.35.39.99,43950,36770,TCP,218,18:53:02,Authenticated,8,DDoS,148590,2,14,2,0.2523611039030641,Germany,137,38,5046,71,MacOS,Mobile,74154,Disconnected,1
153.38.62.51,9.32.154.19,13586,13994,TCP,267,8:19:50,Authenticated,27,Insider Threat,341270,0,48,1,0.5302586993073546,India,312,42,9619,26,Linux,Router,40786,Connected,1
78.196.189.100,167.128.197.48,19226,17710,UDP,1214,8:43:47,Unauthenticated,182,Malware,511126,7,22,3,0.3380806805703781,Brazil,1615,34,3312,64,MacOS,Router,13424,Disconnected,1
106.52.167.242,45.87.161.195,19872,20275,UDP,1097,3:01:02,Unauthenticated,77,None,574410,8,1,2,0.9156439552787131,India,624,48,4831,95,Other,Server,50248,Connected,0
142.131.42.223,20.149.116.123,4739,58429,TCP,491,0:09:13,Unauthenticated,27,None,447312,4,4,2,0.5436869019539308,China,1187,39,7784,81,MacOS,PC,54734,Connected,1
95.128.98.37,124.221.80.181,34188,43757,TCP,569,8:57:19,Authenticated,165,Insider Threat,487797,9,13,0,0.49356826339446114,India,3232,93,8863,6,Other,Router,11097,Disconnected,1
195.127.201.74,207.147.203.160,36576,24275,UDP,1462,8:05:57,Unauthenticated,194,Insider Threat,454198,0,10,2,0.5644404592660225,Germany,2781,54,4020,77,Other,Mobile,56200,Connected,1
250.206.135.55,0.6.42.23,61926,37744,TCP,238,17:08:27,Unauthenticated,193,Insider Threat,480700,4,25,4,0.1552721842524205,India,3109,53,7800,21,Windows,PC,3822,Disconnected,0
98.210.207.121,222.70.202.6,13085,14344,TCP,1480,11:54:48,Authenticated,136,Malware,504297,3,31,3,0.5849012810827126,Brazil,255,78,8977,1,Windows,PC,43240,Connected,1
213.52.155.234,69.79.87.231,56490,7733,UDP,215,0:42:35,Authenticated,199,Insider Threat,585742,5,2,2,0.2076133662650741,India,945,70,8567,18,Other,Router,37438,Connected,0
168.47.185.80,106.125.139.172,5237,53671,TCP,1134,16:16:41,Authenticated,106,Insider Threat,937566,7,41,1,0.742064922126034,Brazil,1122,55,488,33,Windows,PC,51077,Connected,1
135.253.59.75,157.196.114.199,22559,49446,TCP,796,15:12:13,Authenticated,149,DDoS,252754,2,24,4,0.8976736133737755,India,2835,63,7185,31,MacOS,IoT,85165,Connected,0
99.169.198.206,14.44.53.45,61518,10653,TCP,1296,17:00:18,Unauthenticated,50,Insider Threat,189901,6,15,3,0.3395845059964555,China,1838,82,8674,71,Linux,Server,7740,Disconnected,0
239.58.12.40,170.244.134.128,21283,45878,TCP,433,13:50:54,Unauthenticated,182,Phishing,296724,6,27,2,0.4421146182727901,Germany,2070,56,9401,35,MacOS,PC,31561,Connected,0
58.235.62.142,94.17.195.171,9375,7910,UDP,113,9:19:50,Unauthenticated,78,Phishing,599756,1,8,3,0.23427100541400425,USA,3364,81,594,89,Linux,IoT,59896,Connected,0
6.68.79.150,191.96.89.109,5540,62866,UDP,187,18:01:03,Unauthenticated,155,Phishing,147223,4,25,4,0.30902809227246275,Germany,2539,40,8707,36,MacOS,Router,32025,Disconnected,0
255.29.62.241,98.104.16.53,37050,59666,UDP,482,5:57:18,Unauthenticated,162,Insider Threat,541819,1,6,2,0.8328644326833248,China,3014,87,4675,99,Linux,Router,53759,Connected,1
5.152.255.179,52.3.199.5,26320,46710,TCP,1007,13:39:45,Unauthenticated,28,None,743265,2,23,4,0.979503879096318,USA,3103,23,2661,61,Other,Server,27945,Connected,1
116.176.121.49,133.185.150.89,13308,60040,UDP,1199,0:54:00,Unauthenticated,118,None,93496,3,13,2,0.7427744355781856,India,245,49,7479,38,MacOS,PC,10076,Disconnected,0
241.211.28.185,215.152.222.164,32029,16548,TCP,1114,6:39:01,Unauthenticated,192,None,371772,0,43,2,0.2793809674974709,China,1032,57,7925,15,Other,Server,61168,Disconnected,0
113.228.19.142,134.0.218.17,43980,6267,TCP,58,10:42:50,Unauthenticated,97,Phishing,805573,8,39,4,0.6984204392472202,India,871,69,1266,95,MacOS,PC,6204,Connected,1
208.67.172.153,141.237.12.163,46077,22703,TCP,926,19:04:45,Authenticated,20,Insider Threat,810487,5,3,2,0.040899156718454455,Germany,801,62,6847,3,Windows,Server,67950,Disconnected,1
114.136.181.161,81.17.84.17,31314,47916,TCP,728,19:30:24,Unauthenticated,67,Malware,329289,0,42,4,0.4001741826883154,China,1026,37,9300,11,MacOS,Server,58597,Connected,0
40.28.175.178,199.179.120.118,37354,5046,TCP,563,2:26:01,Unauthenticated,156,DDoS,378312,4,21,0,0.9560329361620277,Germany,3009,56,6084,49,Other,Router,33905,Disconnected,1
171.19.136.42,206.110.44.117,8292,2319,TCP,1355,22:43:34,Unauthenticated,115,DDoS,469473,0,6,1,0.8792968868314033,Brazil,3184,5,5461,11,Other,Mobile,79508,Connected,1
83.2.214.247,170.243.145.17,36033,13607,TCP,1235,20:50:40,Authenticated,141,DDoS,252552,5,15,3,0.23735762647716419,China,3354,10,2642,83,Other,Mobile,27019,Connected,0
247.46.223.13,173.189.232.209,54544,23800,UDP,339,18:38:18,Unauthenticated,107,Phishing,734014,7,28,2,0.3274242597221608,Brazil,96,41,1633,94,Other,PC,41430,Connected,1
106.90.106.146,41.146.146.93,35751,43852,UDP,138,17:03:58,Unauthenticated,114,Phishing,26758,8,25,1,0.24294768311036885,India,252,65,6421,67,Other,Mobile,49049,Disconnected,0
213.229.86.225,218.254.100.4,10002,38985,UDP,634,19:28:38,Unauthenticated,22,DDoS,511696,7,22,1,0.8489833729675522,Brazil,946,58,833,12,Other,Router,43661,Connected,0
240.5.137.236,201.226.186.90,44199,41847,UDP,489,16:42:35,Unauthenticated,136,Malware,859546,8,18,2,0.8213723702804513,India,1907,80,9720,53,MacOS,PC,38955,Disconnected,0
223.172.175.141,22.236.52.85,59701,36506,UDP,136,5:11:20,Authenticated,5,Phishing,542634,5,0,0,0.5533626640731696,USA,2738,91,4181,70,Windows,Server,66919,Disconnected,1
153.73.93.83,222.227.58.102,1500,5150,UDP,190,13:10:57,Unauthenticated,91,DDoS,462811,0,29,3,0.642998440959697,India,1691,45,660,49,MacOS,IoT,20585,Disconnected,0
115.165.30.164,115.41.218.35,13196,64312,UDP,889,9:21:16,Unauthenticated,101,Insider Threat,929964,8,23,1,0.9923818857507407,Germany,1470,35,7781,63,MacOS,Mobile,33368,Disconnected,0
68.106.237.107,124.119.93.165,9755,45178,UDP,632,6:30:54,Unauthenticated,46,Insider Threat,399927,8,23,4,0.20647926744936873,USA,366,99,1262,30,Other,Server,58249,Disconnected,1
55.218.146.137,240.113.205.117,4171,47488,TCP,445,7:49:12,Authenticated,41,DDoS,367521,1,14,4,0.0358184281435211,Germany,1400,23,4644,10,Linux,PC,70832,Connected,1
77.130.229.78,57.17.195.150,21679,58750,TCP,996,14:55:58,Authenticated,83,None,382468,4,28,2,0.8567987491234496,India,137,16,5683,85,Linux,IoT,30781,Disconnected,0
242.19.113.202,93.235.106.114,31534,10533,TCP,115,8:40:47,Authenticated,113,Phishing,35876,0,28,1,0.9977520685620176,China,1745,22,8954,98,Linux,Router,64097,Connected,0
195.3.222.241,10.233.252.104,34708,14115,TCP,235,18:13:15,Authenticated,37,Malware,380450,8,32,0,0.4998838545208556,China,2844,80,5744,75,Windows,IoT,51269,Disconnected,0
180.52.38.209,116.209.133.204,17609,57553,TCP,388,15:52:11,Authenticated,157,Insider Threat,786889,3,19,2,0.5444958558562415,Germany,3214,34,5175,60,MacOS,PC,78588,Connected,1
151.223.14.242,40.148.69.223,31411,22580,TCP,1242,4:04:05,Authenticated,52,Phishing,366347,2,26,4,0.7344605789899744,Brazil,1278,95,6582,93,Windows,Server,43501,Connected,1
171.0.151.40,60.118.116.35,57438,8229,UDP,1420,14:00:49,Unauthenticated,176,Phishing,457472,2,8,4,0.7337718099673326,USA,2089,30,6019,19,Linux,IoT,2218,Connected,0
197.165.133.202,184.145.77.14,21509,6348,UDP,92,20:17:43,Authenticated,137,Insider Threat,838710,8,25,2,0.5383451721066866,India,2405,56,9048,16,Windows,Router,53396,Disconnected,1
186.80.26.132,11.122.132.50,56171,3490,UDP,106,2:17:26,Unauthenticated,161,Phishing,518851,6,31,4,0.495553085447052,Germany,1778,22,4667,92,MacOS,IoT,82540,Disconnected,1
127.26.187.238,121.193.176.160,61076,13446,TCP,1071,1:56:58,Unauthenticated,140,Insider Threat,992409,3,14,1,0.5186580930678444,Brazil,1259,15,6435,48,MacOS,Mobile,69882,Connected,0
73.253.156.130,39.149.83.115,12942,17594,TCP,1386,1:58:51,Authenticated,129,Malware,702535,8,3,2,0.22564519511609382,Brazil,3495,82,7391,93,Other,Mobile,43926,Connected,1
126.116.153.187,42.156.229.119,14118,56297,UDP,63,13:06:23,Authenticated,17,DDoS,704730,9,45,4,0.09401699362583382,Germany,888,36,1089,41,MacOS,Mobile,13277,Connected,0
168.144.121.91,176.208.83.242,55695,65312,TCP,88,12:53:46,Authenticated,132,None,977348,8,2,2,0.7351470588400469,USA,2023,92,8707,17,Linux,Server,41616,Connected,1
53.40.237.118,97.197.128.131,41146,55232,UDP,1097,22:01:19,Unauthenticated,115,None,398996,6,49,4,0.3025469956993443,Germany,1100,4,4626,18,Linux,Mobile,29335,Connected,1
139.184.34.118,48.62.45.113,62750,55679,UDP,278,2:44:38,Unauthenticated,83,Malware,91862,7,37,1,0.5106648330655342,USA,2980,50,1179,98,Other,IoT,29663,Connected,1
201.231.250.27,104.148.222.130,5696,37537,TCP,97,7:59:03,Authenticated,115,DDoS,999734,1,42,3,0.41912984826633115,China,2632,95,7317,62,Linux,Router,41821,Connected,1
139.65.14.56,16.42.65.136,44702,4224,UDP,335,19:11:22,Unauthenticated,77,Phishing,648342,7,35,3,0.2363490352042481,Brazil,3444,30,6834,33,Other,Mobile,4152,Disconnected,1
68.192.46.167,81.144.214.229,10080,11672,TCP,673,9:05:54,Unauthenticated,12,DDoS,91419,7,31,0,0.25930432639856693,China,2017,82,1114,97,MacOS,Mobile,12976,Connected,0
140.3.195.188,195.114.137.0,54238,30542,UDP,1383,11:41:54,Authenticated,171,Insider Threat,911463,0,0,4,0.6624490010227329,Brazil,2305,75,9499,36,Other,Mobile,67736,Disconnected,1
216.112.92.86,45.147.226.23,29949,60215,UDP,52,7:05:11,Unauthenticated,21,Insider Threat,753623,5,3,2,0.1258285038486917,China,2709,3,8032,95,MacOS,Server,17504,Connected,0
252.193.56.69,91.187.52.92,47654,53382,UDP,500,9:02:05,Authenticated,165,Insider Threat,259971,8,33,2,0.7683492677009526,China,397,48,8040,90,MacOS,Mobile,588,Connected,1
227.226.181.220,76.150.112.37,12627,34203,UDP,835,17:31:56,Unauthenticated,51,DDoS,587903,5,15,1,0.60965874867879,China,3298,9,2683,29,MacOS,Server,6224,Disconnected,0
168.57.18.13,106.24.164.92,12545,22203,UDP,694,8:36:28,Unauthenticated,166,DDoS,380365,5,4,4,0.479345774329501,Germany,1011,18,7130,26,MacOS,Server,18978,Connected,0
239.45.50.204,0.22.204.206,55886,2590,TCP,78,16:14:31,Authenticated,188,Malware,434276,8,15,2,0.9229332274103057,India,3474,63,5061,82,Windows,Mobile,2450,Connected,0
246.207.49.34,74.192.248.153,58596,54565,TCP,483,12:14:31,Authenticated,6,DDoS,512585,2,41,3,0.8772281851402844,Germany,2267,74,9731,98,Windows,Router,35824,Connected,0
96.213.42.29,241.69.226.82,24722,52843,UDP,711,8:25:49,Unauthenticated,44,Malware,219656,1,27,1,0.4669055003563062,USA,740,71,6187,38,Linux,Router,29145,Disconnected,1
194.71.15.237,246.240.240.169,52938,9353,UDP,898,4:02:14,Unauthenticated,58,Malware,353351,8,49,1,0.12974157451359314,USA,355,45,9768,30,Windows,Server,33628,Disconnected,0
96.213.25.132,39.215.123.244,23352,19267,TCP,1268,15:10:46,Unauthenticated,88,DDoS,213272,4,36,0,0.5396586400802834,China,1381,50,8795,27,Windows,Mobile,41606,Connected,1
205.184.122.236,17.146.24.170,54414,3379,UDP,1467,10:34:43,Unauthenticated,150,Phishing,263780,7,2,2,0.3735369090995171,USA,1656,21,562,33,Other,Mobile,3582,Disconnected,1
1.82.112.211,64.140.74.221,38117,18782,TCP,146,4:38:33,Authenticated,141,None,934848,6,35,2,0.18030614030503123,India,2506,72,5642,31,MacOS,Server,23946,Connected,1
42.53.251.200,228.153.98.228,17437,27617,UDP,874,18:42:56,Unauthenticated,66,Malware,957305,2,19,3,0.9684038563170959,India,1366,62,1633,23,MacOS,Mobile,39981,Disconnected,1
100.108.114.180,206.175.7.159,40969,6946,UDP,482,11:04:06,Authenticated,30,Insider Threat,378064,5,18,0,0.0015960534305714535,Germany,2413,54,5782,69,Other,PC,16832,Connected,1
245.9.185.228,78.166.17.215,58578,35373,UDP,441,22:29:46,Unauthenticated,5,Phishing,112403,7,16,1,0.93116933487753,China,10,26,4371,21,Other,Mobile,61576,Connected,0
212.66.102.246,134.204.174.183,23624,51614,UDP,662,4:20:04,Authenticated,161,Insider Threat,143903,8,42,1,0.08335514894090645,USA,3533,98,4546,40,Other,Mobile,68426,Disconnected,0
40.209.227.10,205.36.91.234,29607,50106,UDP,1136,21:11:48,Authenticated,147,Malware,997217,7,18,2,0.6347283623607852,India,2080,8,3701,94,Linux,PC,42631,Connected,1
227.171.91.84,100.187.0.206,40063,40466,UDP,1294,18:31:18,Unauthenticated,92,Malware,642592,2,0,4,0.11541505491979687,Germany,1221,77,1263,21,Other,Router,49507,Connected,0
242.200.92.129,55.194.197.244,53072,22023,UDP,1246,14:18:55,Authenticated,100,Insider Threat,367626,1,13,4,0.46005846381297455,China,2529,73,3527,89,Windows,PC,56644,Disconnected,1
172.77.209.65,213.30.35.34,41641,24390,UDP,423,22:51:27,Authenticated,178,DDoS,649551,6,19,0,0.7589384267592116,Germany,1951,14,6562,50,Other,Server,66948,Connected,1
105.115.251.65,234.245.102.231,62101,58525,UDP,326,23:25:38,Authenticated,146,Phishing,775794,4,22,1,0.24411310405135467,Brazil,1579,49,2352,22,Linux,Router,20699,Connected,1
97.170.127.103,165.195.176.140,17458,9680,TCP,668,13:12:47,Authenticated,132,Phishing,28762,1,13,3,0.3486118862440637,USA,2006,17,7173,23,Other,PC,51322,Disconnected,1
186.49.227.173,78.190.231.43,37752,13047,TCP,116,6:24:39,Authenticated,178,DDoS,992741,2,5,3,0.7167326108262417,China,2665,33,4141,46,MacOS,Mobile,6143,Disconnected,1
177.217.97.20,62.76.26.57,32526,43396,TCP,1027,13:52:58,Authenticated,195,DDoS,427502,9,25,1,0.3185091696948885,China,3462,87,7118,64,Other,Router,59498,Disconnected,0
74.212.42.51,244.196.212.241,34626,48778,TCP,652,16:46:44,Authenticated,83,DDoS,715624,5,1,1,0.5264972785026258,Germany,2006,8,9427,43,Linux,Router,6584,Disconnected,1
145.117.113.234,81.233.75.205,21666,42907,TCP,1051,21:55:43,Unauthenticated,1,None,627854,4,23,1,0.6180561793576599,Brazil,1918,11,4130,55,Other,Server,59355,Connected,1
33.209.168.98,243.209.226.134,33265,25233,TCP,917,11:52:30,Authenticated,53,Insider Threat,61292,2,19,0,0.27038173635420704,India,1847,59,3950,83,Other,PC,59964,Connected,0
107.88.53.190,172.51.100.134,2356,31417,TCP,1297,1:51:23,Authenticated,186,Malware,413673,9,32,1,0.3977528829799347,Germany,592,74,905,14,Windows,Mobile,4423,Connected,0
213.220.30.247,251.38.212.146,45774,56887,UDP,1350,19:00:27,Authenticated,5,Insider Threat,88110,6,6,0,0.6404285995840276,China,1139,9,3189,30,Other,PC,28398,Disconnected,1
240.210.34.69,183.175.254.12,6564,23534,UDP,1113,1:10:29,Unauthenticated,75,DDoS,504899,2,1,0,0.31070904662213983,India,949,12,4942,70,Windows,Mobile,78440,Disconnected,1
247.101.127.198,218.155.89.55,12677,38497,TCP,62,16:56:59,Authenticated,5,Malware,114233,5,10,3,0.10805234916410378,China,361,46,6123,73,MacOS,IoT,75691,Connected,1
52.225.215.118,10.75.125.206,26826,10848,UDP,1195,9:22:05,Authenticated,111,Malware,5468,5,26,0,0.3566512371710818,India,2982,77,5828,88,Linux,Server,80970,Connected,0
248.130.149.78,18.191.52.46,60446,5207,TCP,945,22:47:15,Authenticated,163,Phishing,809425,7,10,3,0.6821134154006072,USA,2195,90,9284,35,Other,Router,2877,Connected,1
38.35.169.153,114.190.52.218,52135,20732,UDP,51,8:37:02,Authenticated,78,None,578914,8,13,0,0.049389251022521674,China,2032,76,2477,3,Windows,Server,57067,Connected,0
44.110.154.46,6.211.213.45,21996,26422,TCP,544,5:18:56,Authenticated,34,Malware,321463,5,11,1,0.14552844634958728,India,1890,83,5320,35,MacOS,Server,54012,Disconnected,0
123.249.86.59,78.123.94.141,7747,38321,TCP,1053,6:39:56,Unauthenticated,49,Malware,486816,8,34,4,0.36568460840618766,Brazil,2227,33,6985,18,MacOS,Router,62168,Disconnected,0
121.130.49.252,228.53.102.150,3357,58102,UDP,607,21:27:37,Authenticated,166,Malware,258110,5,30,3,0.38857354165474844,China,2848,17,6940,5,Linux,Router,8750,Disconnected,1
74.164.216.20,2.150.41.150,9323,60249,TCP,567,19:47:51,Authenticated,199,Phishing,351023,9,48,4,0.17888658443861682,USA,2938,3,5165,92,Linux,Router,83623,Connected,0
37.81.175.219,47.41.243.91,32086,24366,TCP,1270,20:52:49,Unauthenticated,114,DDoS,226706,7,34,1,0.8906526383236637,Brazil,3312,87,3368,35,Other,Server,84134,Connected,1
148.2.156.227,8.223.34.222,16341,23979,TCP,1222,20:50:09,Authenticated,13,Phishing,279074,4,30,4,0.16939439655229538,USA,2748,7,1410,44,Other,Router,52421,Connected,0
72.246.93.237,60.106.56.196,35060,4787,TCP,1381,12:33:08,Unauthenticated,70,Malware,942320,9,8,0,0.8447833178909517,USA,2168,64,4630,75,MacOS,Router,57915,Connected,1
161.154.168.167,71.91.12.181,2875,15075,UDP,360,15:48:13,Unauthenticated,198,Malware,832487,3,25,4,0.5618896658830672,Germany,2988,25,7716,93,Other,Server,18982,Connected,1
137.52.242.38,19.104.195.170,14618,18799,UDP,663,17:07:33,Authenticated,191,Malware,598276,0,30,2,0.3057174432019302,China,2888,7,4119,46,MacOS,IoT,50515,Connected,0
97.147.211.92,126.230.161.50,43140,16614,UDP,1311,11:10:21,Unauthenticated,100,Insider Threat,284621,8,31,3,0.4265703785531274,Brazil,2501,87,2696,96,MacOS,IoT,40253,Connected,0
16.157.105.2,104.254.52.232,43621,5131,UDP,831,4:26:27,Unauthenticated,49,Phishing,706883,5,43,1,0.18515091898590552,Brazil,2722,67,6366,33,Linux,PC,84268,Disconnected,0
228.178.246.221,16.87.202.41,12355,5868,UDP,113,2:30:54,Unauthenticated,185,DDoS,361678,6,39,4,0.43896355484202165,USA,2001,21,2372,55,Other,Mobile,80716,Connected,1
1.221.242.86,210.78.16.217,20443,5689,TCP,483,1:19:22,Authenticated,173,DDoS,20446,2,42,3,0.6429235019591099,India,2469,20,1450,88,Windows,Server,64950,Connected,0
138.127.162.80,51.235.136.88,8558,37578,UDP,820,15:32:59,Unauthenticated,162,Phishing,681459,1,18,1,0.2683063866048442,USA,1118,55,9507,28,MacOS,IoT,1111,Connected,0
202.52.162.224,218.255.161.129,44349,59755,UDP,353,13:20:14,Authenticated,186,DDoS,372004,1,38,3,0.05578934927928303,USA,450,54,2677,43,Other,PC,55171,Connected,0
58.189.156.208,124.115.118.24,13800,17092,TCP,1248,4:32:42,Unauthenticated,166,Malware,83511,8,36,2,0.6686914534381028,Germany,167,87,3528,8,Other,IoT,4871,Disconnected,1
17.57.12.82,82.70.59.28,46339,32656,TCP,594,10:03:11,Authenticated,33,Insider Threat,996229,8,43,1,0.6798278000268573,Brazil,3148,10,3300,72,Other,Server,15237,Disconnected,0
46.166.169.80,231.131.61.89,27092,7653,TCP,443,6:21:11,Unauthenticated,52,Insider Threat,776562,4,21,1,0.33564707575698705,India,3213,49,354,22,Windows,Mobile,18037,Disconnected,0
170.239.126.159,80.117.162.73,32347,54364,UDP,1049,20:30:06,Authenticated,127,Phishing,482682,2,28,4,0.8208392872412188,Brazil,2865,78,1309,27,MacOS,Server,50811,Disconnected,0
222.223.55.105,154.203.28.5,1799,15965,UDP,992,13:53:53,Unauthenticated,129,None,813925,2,21,4,0.6591807373969213,USA,1700,46,5963,23,Windows,Router,58152,Connected,0
105.7.88.196,192.86.61.5,10931,46398,UDP,663,0:23:14,Authenticated,199,None,376806,0,3,3,0.413741964403711,USA,795,8,6893,86,Other,IoT,34581,Disconnected,1
31.44.113.77,195.92.192.244,22837,40842,TCP,578,13:39:35,Unauthenticated,89,Insider Threat,55536,3,18,1,0.3640287259287174,Germany,800,8,5864,67,Windows,Server,35964,Disconnected,0
172.94.160.55,195.152.185.155,16182,11716,TCP,823,4:47:46,Authenticated,63,DDoS,328462,4,14,1,0.5985256302212079,China,1304,44,7919,3,Other,Router,25345,Disconnected,0
48.124.24.115,127.27.96.196,34261,17427,UDP,524,21:00:11,Unauthenticated,81,DDoS,19695,2,30,0,0.6588847816110192,China,2358,19,4450,44,Other,IoT,46110,Connected,1
70.107.180.61,26.164.214.236,58174,29587,TCP,1029,6:16:46,Unauthenticated,148,None,84750,7,37,4,0.3496939116023505,China,1943,97,9251,40,Linux,Mobile,74954,Connected,0
52.150.91.213,44.96.63.100,23143,20745,TCP,221,19:50:41,Unauthenticated,119,Phishing,643953,6,13,1,0.721735250205491,USA,3495,31,1635,93,Windows,Router,21304,Disconnected,0
167.86.44.131,22.138.252.30,24320,40164,UDP,1154,2:18:59,Unauthenticated,9,Malware,683549,1,5,0,0.508959698496919,USA,2887,53,1963,80,MacOS,Server,9075,Connected,1
138.172.0.235,233.163.159.178,18134,9246,UDP,1209,16:00:07,Authenticated,101,DDoS,666314,2,49,3,0.7529962155113674,Germany,3058,75,8946,49,MacOS,Mobile,11775,Disconnected,1
189.59.149.182,188.197.131.55,25427,3693,UDP,243,2:55:13,Authenticated,31,Insider Threat,730022,1,0,4,0.0821603756264272,Brazil,353,31,9396,53,Other,PC,68316,Disconnected,1
251.151.107.21,22.54.103.147,39877,25972,TCP,1008,6:17:01,Authenticated,96,DDoS,997586,2,22,0,0.9360899787262175,China,1592,83,8942,46,MacOS,Server,70441,Disconnected,1
232.216.255.124,168.20.193.190,64264,43708,UDP,767,23:49:39,Authenticated,109,DDoS,233204,4,8,0,0.6897459368509273,India,397,22,7801,45,Windows,Server,26023,Connected,1
73.37.138.85,144.220.210.248,42466,63078,UDP,277,1:56:23,Unauthenticated,60,DDoS,694023,3,40,3,0.6088449289581594,India,60,84,1367,14,MacOS,PC,63040,Disconnected,0
196.13.182.153,105.72.135.116,15566,4432,TCP,106,8:24:43,Authenticated,117,None,743107,4,25,1,0.2753625810503908,Brazil,2462,93,3389,47,Windows,PC,36249,Disconnected,0
